OBJECTID,PLAN_NUM,PLAN_TITLE,REVIEW_DATE,SUBMIT_DATE,MCP_SIGN_DATE,CCPC_SIGN_DATE,PLAN_ACRES,LOTS_UNITS,BLDG_SQ_FT,PRIMARY_USE,PRIMARY_CODE,PRIMARY_UNITS,PRIMARY_NOTES,SCNDARY_USE,SCNDARY_CODE,SCNDARY_UNITS,TERTIARY_USE,TERTIARY_CODE,TERTIARY_UNITS,EG_ID,LAND_DEV_ID,LAND_DEV_YEAR,DESCRIPTION,PROJECT_NUM,PROJECT_NAME,SHAPEAREA,SHAPELEN
1246,LD-4-13-7782,"Keldrer Enterprises, LLC",2013/05/17 00:00:00+00,2013/04/17 00:00:00+00,2013/07/01 00:00:00+00,2013/07/08 00:00:00+00,3.16,1,6400,Commercial,Unique,1,Proposed 2-story accessory storage building, , ,0, , ,0,e07b5e2c-841f-4344-9c1b-0229774debde,PROJ-3237,2013,Proposed 2-story accessory storage building,PROJ-3237,"Keldrer Enterprises, LLC",129631.137952034,1723.08658372638
1247,LD-4-13-7784,Valley Forge Military Academy,2013/05/08 00:00:00+00,2013/04/15 00:00:00+00,2013/06/20 00:00:00+00,2013/07/10 00:00:00+00,33.3,1,496,Institutional,School,1,, , ,0, , ,0,c902a071-da2d-4257-b585-8a449110cfd3,PROJ-3238,2013,proposed pavilion (rest room and storage),PROJ-3238,Valley Forge Military Academy,1337176.55786975,6652.65664287569
1248,LD-4-13-7841,Chaddwell Clubhouse,2013/05/09 00:00:00+00,2013/04/26 00:00:00+00,2013/08/28 00:00:00+00,2013/09/27 00:00:00+00,46.54,2,4800,Residential,Apartment,2,, , ,0, , ,0,31ecd9df-8298-4465-895b-70d721206ff7,PROJ-3250,2013,demolish and build a new community center and pool house. also changing parking. ,PROJ-3250,Chaddwell Clubhouse,1994966.25027861,8708.3014093471
1249,LD-4-14-9552,Brandywine Health Foundation,2014/04/18 00:00:00+00,2014/04/02 00:00:00+00,2015/04/15 00:00:00+00,2015/04/24 00:00:00+00,1.11,1,2934,Commercial,Addition to Existing,1,, , ,0, , ,0,cdd12ca2-a170-451f-b411-e6d05f91ed67,PROJ-3624,2014,building addition and changing parking,PROJ-3624,Brandywine Health Foundation,48829.026309049,883.367335373933
1250,LD-4-14-9553,"Westbrook IP, LLC-176 Westbrook Dri",2014/05/07 00:00:00+00,2014/04/07 00:00:00+00,2014/08/13 00:00:00+00,2015/04/14 00:00:00+00,9.91,1,0,Industrial,Addition to Existing,1,, , ,0, , ,0,c14b96ce-7a80-496b-a0d9-66fac52a435d,SUB-05379,2014,"Full plan title: Westbrook IP, LLC-176 Westbrook Drive. building addition and parking. see previous review 5379-12.",SUB-05379,MCCONNELL PARK LOT 4 LD,1639463.2757916,6766.64377336335
1251,LD-4-14-9577,Proposed building addition for St P,2014/05/02 00:00:00+00,2014/04/08 00:00:00+00,2014/07/14 00:00:00+00,2014/08/22 00:00:00+00,6.33,1,1300,Institutional,Addition to Existing,1,, , ,0, , ,0,abed4329-d9c5-40c8-a239-0c2e576a4756,PROJ-3628,2014,"Full plan title: Proposed building addition for St Pauls Lutheran Church.

proposed building addition and parking. also see SD-4-14-9576.",PROJ-3628,Proposed building addition for St Pauls Lutheran C,269978.088533308,2155.64205372414
1252,LD-4-14-9582,Mollie Cameron,2014/05/08 00:00:00+00,2014/04/08 00:00:00+00,2015/02/10 00:00:00+00,2015/02/19 00:00:00+00,53.69,1,26036,Agricultural,Farm/Pasture Land,1,, , ,0, , ,0,9e48dc00-489a-464c-a7fd-a3b97718f9b8,PROJ-3629,2014,"Proposed Riding Arenas (2), stable, shed, parking, etc.",PROJ-3629,Mollie Cameron,2174145.63658332,6772.91530921954
1253,LD-4-14-9607,Benjamin K. & Barbara S. Lapp,2014/05/09 00:00:00+00,2014/04/09 00:00:00+00,2014/09/18 00:00:00+00,2014/09/23 00:00:00+00,15,1,,Residential,Single Family Residential,1,, , ,0, , ,0,f72a3c9e-ccba-49e0-9699-a580ba1f0444,SUB-04441,2014,proposed house on existing lot. see previous review 12515,SUB-04441,BARLEY FARMS SD,621077.332081585,3557.13666703443
1254,LD-4-14-9617,Lot 18 Commons at Great Valley,2014/05/09 00:00:00+00,2014/04/10 00:00:00+00,2014/10/06 00:00:00+00,2015/02/26 00:00:00+00,7.84,10,48477,Commercial,Hotel/Resort/Inn,1,,Commercial,Restaurant,1,Commercial,Retail,8,c045e394-a991-4dd1-b5c3-7abbd83283b5,PROJ-3637,2014,"proposed hotel and shopping center with restaurant and retail (9 tenants), parking lot also proposed. see previous review 6625-13.",PROJ-3637,Lot 18 Commons at Great Valley,332019.632602411,2354.82972285053
1255,LD-4-14-9681,Reardon Dental,2014/05/12 00:00:00+00,2014/04/18 00:00:00+00,2014/09/17 00:00:00+00,2015/01/22 00:00:00+00,3.44,1,7500,Commercial, ,1,, , ,0, , ,0,5117d28a-5997-41d4-8c0a-c880c95972bb,PROJ-3646,2014,proposed building and additional parking. also see SD-4-14-9680.,PROJ-3646,Reardon Dental,122743.499508856,2296.20228108671
1256,LD-4-14-9704,North Creek Nurseries,2014/05/14 00:00:00+00,2014/04/24 00:00:00+00,,2014/08/04 00:00:00+00,10.65,1,57420,Commercial, ,1,, , ,0, , ,0,97c30b9d-7c4f-4517-a4c6-9882298d21a7,PROJ-3651,2014,demolish existing greenhouses and construct new one,PROJ-3651,North Creek Nurseries,414069.514696093,2826.9395881967
1257,LD-4-15-11611,Proposed Parking Lot Developments a,2015/04/23 00:00:00+00,2015/04/09 00:00:00+00,2015/08/12 00:00:00+00,2015/11/13 00:00:00+00,81.54,1,,Institutional,Educational Facility,1,, , ,0, , ,0,46242438-df89-41a8-81d9-3567ff372bd9,PROJ-4022,2015,Full plan title: Proposed Parking Lot Development at Villa Maria Academy. additional parking proposed.,PROJ-4022,Parking Lot Improvements at Villa Maria Academy,4687498.94449253,8968.80531976791
1258,LD-4-15-11650,Atwater Village Commercial,2015/05/04 00:00:00+00,2015/04/09 00:00:00+00,,,136.2,4,25105,Commercial,Convenience Store,1,,Commercial,Bank,1,Commercial,Unique,2,a756f47b-272f-421d-bd58-3e5bad921a60,PROJ-4027,2015,4 proposed buildings. also see SD-4-15-11649.,PROJ-4027,Atwater Village Commercial,5905599.3841139,16413.5158167813
1259,LD-4-15-11656,"Walton Farms, LLC Dairy Expansion",2015/05/07 00:00:00+00,2015/04/10 00:00:00+00,2015/08/20 00:00:00+00,2015/11/12 00:00:00+00,158.5,1,60196,Commercial, ,1,, , ,0, , ,0,4d972551-dfe6-4d65-b7ca-d9adbf653011,PROJ-4029,2015,1 proposed bldg with several uses for dairy farm.,PROJ-4029,Walton Farms LLC Dairy Expansion,7270433.89332203,12824.837699485
1260,LD-4-15-11684,Willowbrook Lane Lot 2,2015/04/28 00:00:00+00,2015/04/14 00:00:00+00,,,9.28,1,,Commercial, ,1,, , ,0, , ,0,6762ce08-45ff-45bd-ac5b-b140cc9cf3d2,PROJ-4033,2015,additional parking proposed and reduction of SSF of existing bldg(s). also see SD-4-15-11683.,PROJ-4033,Willowbrook Lane Lot 2,415313.104203073,2788.54761000722
1261,LD-4-15-11692,Villa Maria,2015/05/01 00:00:00+00,2015/04/17 00:00:00+00,2015/05/26 00:00:00+00,2015/07/23 00:00:00+00,44.4,1,,Institutional,Educational Facility,1,, , ,0, , ,0,79706eda-1846-4c8c-b4f3-da0f40c13da4,PROJ-3893,2015,proposed turf field. see previous review 6927-3.,PROJ-3893,Villa Maria Multi Purpose Field,1812168.57421702,6021.36330946942
1262,LD-4-15-11697,Senior Living in Eagleview (Lot 24),2015/05/08 00:00:00+00,2015/04/17 00:00:00+00,,,12,288,,Residential,Apartment,288,Age restricted housing/retirement, , ,0, , ,0,4998bf9a-c458-4f2a-9555-837c1f6a2047,PROJ-4035,2015,"proposed senior living facility with 288 apartments, community space, parking, a pond, etc.",PROJ-4035,Eagleview Lot 24,959910.534414136,5812.68316963676
1263,LD-4-15-11711,Idea Lab at Upland Country Day Sch,2015/05/05 00:00:00+00,2015/04/23 00:00:00+00,,,16,1,4440,Institutional,Addition to Existing,1,, , ,0, , ,0,2e3e45ab-286a-46d2-a0a1-b2c33cf5e894,PROJ-4040,2015,addition to existing building,PROJ-4040,Idea Lab at Upland Country Day School,704424.659830134,4099.17936116233
1264,LD-4-15-11718,Mark Property Management LP,2015/05/05 00:00:00+00,2015/04/23 00:00:00+00,2018/11/19 00:00:00+00,2019/02/15 00:00:00+00,1.4,1,15300,Commercial,Warehouse,1,, , ,0, , ,0,3305954c-44a1-4b9e-b8a1-51118e1c0b3d,PROJ-4043,2015,proposed warehouse building (no water or sewer),PROJ-4043,Mark Property Management LP,77602.7185900442,1191.76749846693
1265,LD-4-15-11722,Bryn Mawr Rehabilitation Hosp,2015/05/11 00:00:00+00,2015/04/24 00:00:00+00,2015/09/14 00:00:00+00,2015/09/25 00:00:00+00,35.9,1,,Institutional,Parking Lot/Garage,1,, , ,0, , ,0,c19ca1fd-66e2-4a98-868f-55c3f1a467ac,PROJ-4044,2015,"Full plan title: Bryn Mawr Rehabilitation Hospital, Parking Lot Expansion. parking lot expansion of 48 new spaces to existing lot",PROJ-4044,Bryn Mawr Rehab Hospital Parking Lot Expansion,1538138.45009785,5867.08773017453
1266,LD-4-15-11729,2152 Kimberton Road,2015/05/22 00:00:00+00,2015/04/24 00:00:00+00,,,0.23,1,1710,Commercial,Retail,1,, , ,0, , ,0,90f04256-c749-4ff2-a97f-1977ccc9219a,PROJ-4046,2015,demolish building and construct new building,PROJ-4046,2152 Kimberton Road,8787.02502334537,420.669366886369
1267,LD-4-16-13564,Shannon Corporation,2016/04/26 00:00:00+00,2016/04/01 00:00:00+00,2016/07/13 00:00:00+00,2018/01/30 00:00:00+00,4,1,2800,Commercial,Addition to Existing,1,, ,Office Building,0, , ,0,d2945c07-53d9-4919-9ce4-982c1461f4e5,PROJ-4301,2016,proposed 2800 SF addition for office building,PROJ-4301,Shannon Corporation,182593.050704837,1720.47947365437
1268,LD-4-16-13595,Westtown Shopping Center,2016/04/26 00:00:00+00,2016/04/05 00:00:00+00,2016/11/07 00:00:00+00,2016/11/16 00:00:00+00,20.2,1,51550,Commercial,Retail,1,, , ,0, , ,0,63c1b954-14fb-4edb-be99-c4af0e6dd38b,PROJ-4306,2016,"Demolish existing Giant and Rite Aid, construct a 51,550 SF Giant.",PROJ-4306,Westtown Shopping Center,805274.271266968,4166.9433205852
1269,LD-4-16-13597,Camphill Soltane,2016/04/21 00:00:00+00,2016/04/06 00:00:00+00,2016/11/09 00:00:00+00,2017/02/14 00:00:00+00,50.87,1,6450,Institutional,Addition to Existing,1,, , ,0, , ,0,7465c267-0fcb-4bc3-a89f-0e224f95cb44,PROJ-4307,2016,office addition to existing building and parking. see previous review LD-12-12-7135,PROJ-4307,Camphill Soltane,2116207.41674516,11785.2395546045
1270,LD-4-16-13611,Lot 1 - Stoudt Subdivision,2016/04/21 00:00:00+00,2016/04/08 00:00:00+00,2017/02/01 00:00:00+00,2017/02/07 00:00:00+00,1.78,1,,Residential,Single Family Residential,1,, , ,0, , ,0,1ed2c216-25ac-4798-bc46-842631b63db9,PROJ-4309,2016,1 SFR proposed on existing lot.,PROJ-4309,Lot 1 - Stoudt Subdivision,68251.8830942369,1049.50522933282
1271,LD-4-16-13615,Great Valley Community Organization,2016/05/04 00:00:00+00,2016/04/08 00:00:00+00,2019/01/09 00:00:00+00,2019/01/15 00:00:00+00,49.4,1,41128,Commercial,Sports/Recreation ,1,Recreational Facility, , ,0, , ,0,9deb941d-1ed5-4854-bb33-20793f9c3a71,PROJ-4312,2016,"Construct 41,128 SF Recreational Facility.  Also see SD-4-16-13614",PROJ-4312,Great Valley Community Organization,2103369.79003011,6050.70438832048
1272,LD-4-16-13616,"Lidl US Operations, LLC",2016/05/06 00:00:00+00,2016/04/08 00:00:00+00,,,5.35,1,36170,Commercial,Retail,1,, , ,0, , ,0,8fbac7b7-6cd9-47c6-b0f1-82686de2e923,PROJ-4313,2016,"Demolish 3 buildings and construct a 36,170 SF Grocery Store",PROJ-4313,"Lidl US Operations, LLC",222261.067081519,2002.70822071299
1273,LD-4-16-13619,The People's Light & Theatre Co.,2016/04/26 00:00:00+00,2016/04/08 00:00:00+00,2016/06/08 00:00:00+00,2016/11/07 00:00:00+00,7.3,1,2056,Commercial,Unique,1,, , ,0, , ,0,41fbd4b1-5268-481c-a34d-06f43a1450de,PROJ-4315,2016,"2,056 SF Pavillon addition",PROJ-4315,The People's Light & Theatre Company,330005.708957617,2872.10032058064
1274,LD-4-16-13725,"183 PA. Ave, LLC.",2016/05/10 00:00:00+00,2016/04/25 00:00:00+00,2016/10/27 00:00:00+00,2016/11/02 00:00:00+00,1,1,5160,Industrial,Addition to Existing,1,, ,Manufacturing,0, , ,0,4b9f468a-67d5-47bf-ab7c-857587148e2d,PROJ-4329,2016,addition to existing building,PROJ-4329,"183 PA. Ave, LLC.",39356.6835632498,877.432414143972
1275,LD-4-16-13739,"Equipment Addition, Tallman Enterprises LP",2016/05/17 00:00:00+00,2016/04/28 00:00:00+00,2016/06/29 00:00:00+00,2016/07/20 00:00:00+00,3.25,1,735,Industrial,Addition to Existing,1,, , ,0, , ,0,77b39fbb-0b85-42ca-ad86-dc327ea35dbd,PROJ-4331,2016,Proposed building addition for equipment.,PROJ-4331,Equipment Addition,125195.779822612,1435.82431857143
1276,LD-4-16-13740,Islamic Society of Chester County,2016/05/25 00:00:00+00,2016/04/28 00:00:00+00,2018/11/26 00:00:00+00,2021/06/29 00:00:00+00,7.66,2,0,Institutional,Religious Organization,2,, , ,0, , ,0,5a6c4f96-aa48-4548-a515-9955e356a013,PROJ-4332,2016,construct a two story mosque and a two story activity building.,PROJ-4332,Islamic Society of Chester County,309065.458034829,2509.4603543955
1277,LD-4-16-13745,Washington Square,2016/05/10 00:00:00+00,2016/04/28 00:00:00+00,2016/07/06 00:00:00+00,2016/08/22 00:00:00+00,5.02,50,,Residential,Single Family Residential,10,,Residential,Twin,14,Residential,Townhouse,26,47cf4733-6a6a-4f83-9731-c6847a78b205,PROJ-3272,2016,"Second review, Phase 3 - proposed: 16 SFR, 14 twin, and 26 THS.  see previous review LD-1-15-11215. also see SD-4-16-13746.",PROJ-3272,Washington Square,607984.90714198,7428.51955310275
1278,LD-5-10-1870,"Nunan Group, LLC",2010/05/26 00:00:00+00,2010/04/29 00:00:00+00,,,2.11,1,18000,Commercial,Office Building,1,, , ,0, , ,0,c91756c5-a15b-4897-b8b3-06fa9736fc17,PROJ-1398,2010,Proposed  2 story building and parking,PROJ-1398,Nunan Group LLC,87758.5239956896,1193.53680726261
1279,LD-5-10-1886,"Lampart, LTD",2010/06/02 00:00:00+00,2010/05/03 00:00:00+00,2010/07/20 00:00:00+00,2010/08/13 00:00:00+00,6.7,1,32695,Industrial,Addition to Existing,1,, ,Office Building,0, ,Warehouse,0,e6e4db0c-87dc-413a-96a4-90b67fcddefb,PROJ-1400,2010,"Bldg additions
Existing bldg to be removed and replaced.
PIN numbers on 247 application are incorrect
Acreage from GIS",PROJ-1400,"Lampart, LTD",292752.843783982,3465.70286134604
1280,LD-5-10-2067,Proposed Pat's Pizza Restaurant,2010/06/22 00:00:00+00,2010/05/26 00:00:00+00,2010/09/22 00:00:00+00,2010/09/23 00:00:00+00,0.35,1,518,Commercial,Restaurant,1,, , ,0, , ,0,42adf329-2609-45b7-830a-899d427c0a5a,SUB-12221,2010,"Bldg addition and remodel
See previous review 12221",SUB-12221,WALGREENS LAND DEVELOPMENT,13601.8355143961,565.861340762063
1281,LD-5-11-4080,Beltran Mushroom,2011/05/26 00:00:00+00,2011/04/27 00:00:00+00,,,19.31,2,99120,Commercial,Mushroom House,2,, , ,0, , ,0,0f8c8669-1dbe-4183-b876-02722f6f1dbb,PROJ-2142,2011,clear site and construct 2 mushroom houses and parking,PROJ-2142,Daniel Beltran,818519.521598649,3588.09134612062
1282,LD-5-11-4133,1400 Horse Shoe Pike,2011/06/07 00:00:00+00,2011/05/09 00:00:00+00,2011/09/01 00:00:00+00,2011/09/08 00:00:00+00,1.54,1,1431,Commercial,Addition to Existing,1,, , ,0, , ,0,1592f6da-faa2-40ad-b584-4e1d3b0fe730,PROJ-2238,2011,"Proposed building addition and parking	",PROJ-2238,1400 Horse Shoe Pike,47780.6338636193,996.384913928288
1283,LD-5-11-4140,"Parkesburg Fire Company, No. 1",2011/06/07 00:00:00+00,2011/05/09 00:00:00+00,2012/02/20 00:00:00+00,2012/03/12 00:00:00+00,0.65,1,6469,Institutional,Addition to Existing,1,renovate existing firehouse, , ,0, , ,0,68d4a4ad-434f-41d5-8ffe-218d44c66e94,PROJ-2241,2011,renovate existing firehouse,PROJ-2241,Parkesburg Fire Company No 1,35127.9420887132,752.041794923775
1284,LD-5-11-4143,Conestoga Collision,2011/06/03 00:00:00+00,2011/05/04 00:00:00+00,,,0.65,1,625,Commercial,Addition to Existing,1,, , ,0, , ,0,a5d90825-a3e3-461d-8803-be0554f7b55b,PROJ-2245,2011,proposed building addition. see also SD-5-11-4142,PROJ-2245,Conestoga Collision,23843.8530051622,620.931605183
1285,LD-5-11-4147,Redgo Development,2011/05/27 00:00:00+00,2011/04/28 00:00:00+00,2011/10/12 00:00:00+00,2011/10/27 00:00:00+00,10.68,2,45000,Commercial,Unique,2,, , ,0, , ,0,0963814b-e891-4ca3-8051-fff6930fccc0,SUB-09821,2011,"construct 2 commercial buildings and add parking. see previous reviews 9821-6,7.",SUB-09821,THREE TUN ROAD,1090761.538402,5339.91108879738
1286,LD-5-11-4170,Roberts Automall,2011/06/09 00:00:00+00,2011/05/13 00:00:00+00,,,3.04,1,6586,Commercial,Addition to Existing,1,, , ,0, , ,0,bfea5276-142e-4c39-b1e2-eb2c788df283,PROJ-2257,2011,construct building addition and parking lot. See previous review # 11555.,PROJ-2257,Roberts Automall,133301.899031988,1491.87791918866
1287,LD-5-11-4223,Caribou Development,2011/06/15 00:00:00+00,2011/05/17 00:00:00+00,,,17.6,3,90000,Commercial,Office Building,3,"Proposed Uses and Area Table - ""Office Use (Medical)""", , ,0, , ,0,a1f07d32-c250-4071-921d-6412b7b207bb,PROJ-2277,2011,Construct 3 medical office buildings and parking. See previous review # 05467-2.,PROJ-2277,Caribou Development,614557.654170764,8110.17329851509
1288,LD-5-11-4247,North Campus District Geothermal Ph,2011/06/16 00:00:00+00,2011/05/19 00:00:00+00,2012/01/17 00:00:00+00,2012/02/24 00:00:00+00,1.91,1,2418,Institutional,Utility,1,, , ,0, , ,0,6d58b624-14f8-43b2-9afc-0cdb92413321,PROJ-2261,2011,"Full Plan Name: North Campus District Geothermal Phase II Pump House.

Construct Pumphouse and parking. Also see SD-5-11-4246.

",PROJ-2261,West Chester University Pump House ,90079.2255141922,1235.89369950188
1289,LD-5-12-5948,118 Pickering Way,2012/05/10 00:00:00+00,2012/04/30 00:00:00+00,2012/05/14 00:00:00+00,2012/06/06 00:00:00+00,2.24,1,2688,Industrial, ,1,, , ,0, , ,0,5b6991c3-dcdb-48df-9d61-909dd2568b23,PROJ-2794,2012,proposed building addition,PROJ-2794,118 Pickering Way,98305.7683284261,2098.29428337218
1290,LD-5-12-5954,Ware Presbyterian Village,2012/05/18 00:00:00+00,2012/04/30 00:00:00+00,2012/09/20 00:00:00+00,2012/10/25 00:00:00+00,53.16,85,,Residential,Apartment,62,,Residential,Twin,12,Residential,Single Family Residential,11,47991ea0-d26b-427c-8849-2e0bf7e8c954,PROJ-1989,2012,"Two apt. buildings, 1 dining pavilion, 11 single units, 12 duplex units, parking and new roads.",PROJ-1989,Ware Presbyterian Village,1979890.08211317,7737.30148523501
1291,LD-5-12-5959,Malvern Veterinary Hospital,2012/05/18 00:00:00+00,2012/04/30 00:00:00+00,,,1.38,1,1100,Commercial,Unique,1,Veterinary Hospital, , ,0, , ,0,3d8a966b-0de9-4fc5-ade8-aed790f4342c,PROJ-2796,2012,proposed building addition,PROJ-2796,Malvern Veterinary Hospital,60137.025156638,1101.06421206947
1292,LD-5-12-6053,CVS / pharmacy,2012/06/06 00:00:00+00,2012/05/14 00:00:00+00,,,3.5,1,11945,Commercial,Retail,1,, , ,0, , ,0,80ae067e-ff44-4843-aa05-101f4675280b,PROJ-2115,2012,"proposed CVS pharmacy & parking.

see also SD-5-12-6052.",PROJ-2115,Proposed CVS Pharmacy,133846.488624302,1564.67848436288
1293,LD-5-12-6094,"Flowers Foods, Inc. - Oxford Plant",2012/06/07 00:00:00+00,2012/05/23 00:00:00+00,2012/08/20 00:00:00+00,2012/09/07 00:00:00+00,42.55,1,90115,Commercial,Addition to Existing,1,, , ,0, , ,0,20f37cfa-5209-432a-b07d-51df16f3d42c,PROJ-2818,2012,proposed building addition and parking,PROJ-2818,Flowers Foods,1822690.54696813,6109.31017644017
1294,LD-5-12-6101,Limestone Ridge,2012/06/13 00:00:00+00,2012/05/23 00:00:00+00,2013/06/04 00:00:00+00,2013/06/21 00:00:00+00,38.49,112,,Residential,Apartment,112,, , ,0, , ,0,994ae185-fc7c-4982-be5f-5798302a916c,PROJ-2827,2012,"Proposed: 14 apartment buildings with 112 units, a community center, tot lots, and parking.",PROJ-2827,Limestone Ridge,1619058.21897656,6551.24893838828
1295,LD-5-12-6113,Market Place,2012/06/12 00:00:00+00,2012/05/24 00:00:00+00,2012/12/19 00:00:00+00,2013/08/13 00:00:00+00,0.62,89,5433,Residential,Apartment,88,,Commercial,Retail,1, , ,0,6dbfda6c-95c0-4148-9d8b-ce632e717a6e,SUB-12353,2012,"demolish existing building.
proposed is a 5 story mixed use building with retail, apartments, and parking.
see previous review 12353.
see also SD-5-12-6112.
",SUB-12353,MARKET STREET MIXED USE L/D,32824.4749758389,755.198425775574
